time,open,high,low,close,tick_volume,spread,real_volume
2023-05-10 09:00:00,2028.424,2030.02,2028.054,2029.02,3419,200,0
2023-05-10 10:00:00,2029.004,2032.041,2029.004,2031.268,3233,200,0
2023-05-10 11:00:00,2031.252,2031.7,2028.251,2029.246,3574,200,0
2023-05-10 12:00:00,2029.277,2047.995,2024.972,2045.566,16615,200,0
2023-05-10 13:00:00,2045.602,2046.63,2031.89,2038.044,15526,200,0
2023-05-10 14:00:00,2038.013,2038.065,2028.164,2029.048,12634,200,0
2023-05-10 15:00:00,2029.033,2029.857,2021.306,2024.983,8799,200,0
2023-05-10 16:00:00,2024.95,2028.789,2024.489,2027.789,4823,200,0
2023-05-10 17:00:00,2027.819,2033.24,2027.352,2030.849,5430,200,0
2023-05-10 18:00:00,2030.882,2034.126,2030.622,2032.186,4685,200,0
2023-05-10 19:00:00,2032.152,2032.584,2029.109,2030.893,4159,200,0
2023-05-10 20:00:00,2030.926,2031.532,2029.101,2029.623,1620,200,0
2023-05-10 22:00:00,2029.678,2031.369,2029.521,2030.785,1226,200,0
2023-05-10 23:00:00,2030.791,2032.072,2030.729,2031.436,1509,200,0
2023-05-11 00:00:00,2031.411,2035.423,2031.232,2035.265,2896,200,0
2023-05-11 01:00:00,2035.298,2036.348,2032.931,2033.531,4518,200,0
2023-05-11 02:00:00,2033.509,2034.126,2031.132,2032.166,3834,200,0
2023-05-11 03:00:00,2032.136,2033.663,2031.753,2032.367,2518,200,0
2023-05-11 04:00:00,2032.363,2032.478,2029.99,2031.068,2526,200,0
2023-05-11 05:00:00,2031.037,2033.109,2030.018,2032.202,3121,200,0
2023-05-11 06:00:00,2032.191,2032.69,2027.229,2027.392,5078,200,0
2023-05-11 07:00:00,2027.371,2028.336,2021.759,2025.562,5990,200,0
2023-05-11 08:00:00,2025.515,2025.528,2021.841,2022.447,5565,200,0
2023-05-11 09:00:00,2022.479,2028.048,2021.606,2026.824,4952,200,0
2023-05-11 10:00:00,2026.821,2029.424,2026.351,2029.012,3943,200,0
2023-05-11 11:00:00,2029.01,2039.078,2028.745,2036.736,7545,200,0
2023-05-11 12:00:00,2036.768,2040.788,2028.47,2037.414,14137,200,0
2023-05-11 13:00:00,2037.402,2038.022,2011.104,2012.648,19204,200,0
2023-05-11 14:00:00,2012.613,2022.058,2012.232,2021.22,15167,200,0
2023-05-11 15:00:00,2021.188,2021.936,2013.132,2013.551,6987,200,0
2023-05-11 16:00:00,2013.517,2018.266,2012.842,2015.654,5990,200,0
2023-05-11 17:00:00,2015.651,2017.62,2013.509,2013.894,5039,200,0
2023-05-11 18:00:00,2013.873,2015.124,2013.428,2014.422,4020,200,0
2023-05-11 19:00:00,2014.433,2016.509,2013.443,2014.149,3382,200,0
2023-05-11 20:00:00,2014.182,2015.079,2013.727,2014.923,1901,200,0
2023-05-11 22:00:00,2014.888,2016.391,2014.779,2015.963,1500,200,0
2023-05-11 23:00:00,2015.957,2016.596,2015.319,2016.346,1844,200,0
2023-05-12 00:00:00,2016.367,2017.486,2014.929,2015.79,3114,200,0
2023-05-12 01:00:00,2015.759,2016.29,2010.478,2011.983,5101,200,0
2023-05-12 02:00:00,2012.016,2012.775,2008.487,2010.727,4651,200,0
2023-05-12 03:00:00,2010.724,2012.255,2010.008,2011.596,3543,200,0
2023-05-12 04:00:00,2011.565,2012.213,2010.887,2011.854,2310,200,0
2023-05-12 05:00:00,2011.861,2012.027,2008.27,2009.517,3674,200,0
2023-05-12 06:00:00,2009.549,2011.546,2005.618,2009.903,5521,200,0
2023-05-12 07:00:00,2009.942,2012.571,2007.994,2008.735,5355,200,0
2023-05-12 08:00:00,2008.723,2009.69,2005.544,2006.597,4838,200,0
2023-05-12 09:00:00,2006.561,2007.074,2000.895,2002.759,5221,200,0
2023-05-12 10:00:00,2002.79,2007.676,2002.515,2006.061,3947,200,0
2023-05-12 11:00:00,2006.066,2006.084,2002.57,2004.722,4145,200,0
2023-05-12 12:00:00,2004.718,2015.762,2003.539,2014.1,8670,200,0
2023-05-12 13:00:00,2014.068,2022.461,2012.792,2020.074,9857,200,0
2023-05-12 14:00:00,2019.8,2021.419,2010.063,2011.201,12766,200,0
2023-05-12 15:00:00,2011.235,2012.292,2008.885,2009.383,6238,200,0
2023-05-12 16:00:00,2009.35,2013.619,2008.309,2013.619,5177,200,0
2023-05-12 17:00:00,2013.582,2016.355,2013.267,2014.46,4730,200,0
2023-05-12 18:00:00,2014.466,2015.581,2013.836,2014.354,3685,200,0
2023-05-12 19:00:00,2014.36,2014.621,2010.638,2010.871,3605,200,0
2023-05-12 20:00:00,2010.902,2011.454,2010.36,2010.912,1618,200,0
2023-05-14 22:00:00,2008.664,2011.957,2008.664,2010.946,1798,200,0
2023-05-14 23:00:00,2010.93,2010.933,2009.325,2009.558,1585,200,0
2023-05-15 00:00:00,2009.551,2011.99,2008.637,2011.968,2897,200,0
2023-05-15 01:00:00,2012.0,2018.791,2012.0,2017.527,5098,200,0
2023-05-15 02:00:00,2017.557,2017.753,2013.264,2013.442,4077,200,0
2023-05-15 03:00:00,2013.425,2014.93,2013.193,2013.986,2869,200,0
2023-05-15 04:00:00,2013.984,2014.657,2013.419,2014.176,1938,200,0
2023-05-15 05:00:00,2014.207,2019.201,2013.224,2016.848,4211,200,0
2023-05-15 06:00:00,2016.85,2016.982,2013.861,2016.489,4483,200,0
2023-05-15 07:00:00,2016.457,2019.986,2016.321,2018.372,4620,200,0
2023-05-15 08:00:00,2018.339,2020.84,2016.988,2017.39,3881,200,0
2023-05-15 09:00:00,2017.383,2017.717,2014.979,2016.356,3039,200,0
2023-05-15 10:00:00,2016.325,2016.87,2014.287,2014.558,3051,200,0
2023-05-15 11:00:00,2014.588,2015.785,2011.885,2013.035,4104,200,0
2023-05-15 12:00:00,2013.033,2019.188,2011.454,2017.059,7093,200,0
2023-05-15 13:00:00,2017.028,2022.083,2014.318,2020.639,7372,200,0
2023-05-15 14:00:00,2020.603,2021.114,2013.256,2015.162,7388,200,0
2023-05-15 15:00:00,2015.182,2018.394,2014.15,2017.678,4172,200,0
2023-05-15 16:00:00,2017.696,2020.29,2017.106,2020.204,3500,200,0
2023-05-15 17:00:00,2020.181,2021.359,2016.757,2018.105,3629,200,0
2023-05-15 18:00:00,2018.136,2018.289,2014.598,2014.773,3483,200,0
2023-05-15 19:00:00,2014.741,2015.792,2014.352,2014.954,2783,200,0
2023-05-15 20:00:00,2014.95,2016.3,2014.95,2016.216,1297,200,0
2023-05-15 22:00:00,2016.17,2016.597,2015.742,2015.901,998,200,0
2023-05-15 23:00:00,2015.868,2015.868,2013.765,2014.4,1555,200,0
2023-05-16 00:00:00,2014.411,2015.729,2014.126,2015.641,2453,200,0
2023-05-16 01:00:00,2015.61,2018.279,2015.266,2017.652,3374,200,0
2023-05-16 02:00:00,2017.619,2017.619,2014.763,2016.96,3452,200,0
2023-05-16 03:00:00,2016.958,2018.091,2016.415,2016.899,2216,200,0
2023-05-16 04:00:00,2016.897,2016.897,2015.859,2016.175,1844,200,0
2023-05-16 05:00:00,2016.143,2017.682,2012.451,2012.749,3553,200,0
2023-05-16 06:00:00,2012.783,2012.999,2002.554,2007.075,7053,200,0
2023-05-16 07:00:00,2007.105,2010.282,2005.951,2010.041,5194,200,0
2023-05-16 08:00:00,2010.011,2010.27,2008.871,2010.124,3886,200,0
2023-05-16 09:00:00,2010.122,2010.143,2008.774,2009.526,3173,200,0
2023-05-16 10:00:00,2009.515,2010.046,2007.568,2008.166,3040,200,0
2023-05-16 11:00:00,2008.169,2009.286,2005.11,2005.467,3655,200,0
2023-05-16 12:00:00,2005.472,2014.856,2001.199,2011.977,10187,200,0
2023-05-16 13:00:00,2012.011,2012.365,2007.036,2007.542,11362,200,0
2023-05-16 14:00:00,2007.574,2008.369,2001.897,2003.227,8575,200,0
2023-05-16 15:00:00,2003.196,2003.689,1994.431,1995.946,8668,200,0
2023-05-16 16:00:00,1995.953,1997.009,1987.441,1987.55,7242,200,0
2023-05-16 17:00:00,1987.518,1990.023,1985.414,1986.788,5991,200,0
2023-05-16 18:00:00,1986.819,1991.174,1986.819,1990.727,4189,200,0
2023-05-16 19:00:00,1990.758,1991.164,1989.48,1989.873,3780,200,0
2023-05-16 20:00:00,1989.907,1991.142,1988.521,1988.713,2489,200,0
2023-05-16 22:00:00,1988.753,1990.1,1988.054,1989.958,1316,200,0
2023-05-16 23:00:00,1989.932,1989.957,1988.867,1989.63,1379,200,0
2023-05-17 00:00:00,1989.633,1992.963,1989.633,1992.05,2820,200,0
2023-05-17 01:00:00,1992.048,1992.963,1989.865,1992.659,4783,200,0
2023-05-17 02:00:00,1992.624,1992.977,1990.698,1992.733,3319,200,0
2023-05-17 03:00:00,1992.714,1992.793,1991.144,1991.302,2463,200,0
2023-05-17 04:00:00,1991.305,1992.049,1990.764,1991.457,2004,200,0
2023-05-17 05:00:00,1991.456,1991.719,1987.734,1987.886,3421,200,0
2023-05-17 06:00:00,1987.869,1989.454,1986.684,1988.775,4272,200,0
2023-05-17 07:00:00,1988.763,1990.545,1987.554,1987.619,4647,200,0
2023-05-17 08:00:00,1987.588,1989.063,1985.889,1986.11,4427,200,0
2023-05-17 09:00:00,1986.079,1986.091,1983.87,1983.912,4112,200,0
2023-05-17 10:00:00,1983.881,1988.831,1983.675,1988.097,3621,200,0
2023-05-17 11:00:00,1988.128,1988.621,1986.45,1987.38,3556,200,0
2023-05-17 12:00:00,1987.39,1987.844,1981.805,1984.862,7065,200,0
2023-05-17 13:00:00,1984.827,1987.957,1976.242,1977.614,10766,200,0
2023-05-17 14:00:00,1977.584,1985.287,1974.734,1982.933,9552,200,0
2023-05-17 15:00:00,1982.952,1983.329,1979.548,1980.39,5869,200,0
2023-05-17 16:00:00,1980.358,1984.289,1980.094,1983.826,4347,200,0
2023-05-17 17:00:00,1983.799,1984.443,1980.373,1981.501,4461,200,0
2023-05-17 18:00:00,1981.519,1984.511,1981.088,1983.909,4048,200,0
2023-05-17 19:00:00,1983.879,1984.456,1982.093,1982.985,3432,200,0
2023-05-17 20:00:00,1982.955,1983.15,1981.601,1981.991,1479,200,0
2023-05-17 22:00:00,1980.909,1983.552,1980.909,1982.901,1258,200,0
2023-05-17 23:00:00,1982.897,1983.453,1982.438,1982.717,1022,200,0
2023-05-18 00:00:00,1982.731,1983.694,1981.936,1983.502,2284,200,0
2023-05-18 01:00:00,1983.499,1985.169,1982.483,1985.082,4155,200,0
2023-05-18 02:00:00,1985.114,1985.973,1983.527,1984.14,3026,200,0
2023-05-18 03:00:00,1984.11,1984.383,1981.332,1982.274,2704,200,0
2023-05-18 04:00:00,1982.268,1982.718,1979.485,1979.765,2348,200,0
2023-05-18 05:00:00,1979.798,1979.832,1977.452,1978.196,3915,200,0
2023-05-18 06:00:00,1978.198,1981.454,1977.187,1977.311,4420,200,0
2023-05-18 07:00:00,1977.28,1979.365,1973.556,1974.507,4825,200,0
2023-05-18 08:00:00,1974.539,1976.138,1972.146,1975.266,5231,200,0
2023-05-18 09:00:00,1975.336,1978.013,1975.157,1977.325,3859,200,0
2023-05-18 10:00:00,1977.346,1978.856,1976.562,1977.009,3332,200,0
2023-05-18 11:00:00,1976.993,1976.993,1973.732,1974.085,3850,200,0
2023-05-18 12:00:00,1974.088,1975.504,1965.95,1966.988,9644,200,0
2023-05-18 13:00:00,1967.019,1968.16,1956.563,1959.808,13193,200,0
2023-05-18 14:00:00,1959.788,1962.011,1954.327,1955.307,8772,200,0
2023-05-18 15:00:00,1955.339,1956.762,1951.937,1955.988,6245,200,0
2023-05-18 16:00:00,1956.004,1957.774,1954.104,1955.581,5081,200,0
2023-05-18 17:00:00,1955.611,1958.502,1953.938,1958.465,4609,200,0
2023-05-18 18:00:00,1958.492,1958.893,1955.441,1956.263,3508,200,0
2023-05-18 19:00:00,1956.233,1957.66,1955.139,1957.268,3422,200,0
2023-05-18 20:00:00,1957.277,1957.617,1956.875,1957.583,1433,200,0
2023-05-18 22:00:00,1958.059,1958.872,1957.856,1958.554,1251,200,0
2023-05-18 23:00:00,1958.505,1959.151,1957.94,1958.356,1358,200,0
2023-05-19 00:00:00,1958.364,1959.692,1957.138,1957.642,2775,200,0
2023-05-19 01:00:00,1957.623,1960.308,1954.003,1957.124,4889,200,0
2023-05-19 02:00:00,1957.084,1963.227,1955.906,1962.785,3909,200,0
2023-05-19 03:00:00,1962.754,1963.61,1961.991,1963.273,3603,200,0
2023-05-19 04:00:00,1963.242,1964.152,1961.958,1962.551,2470,200,0
2023-05-19 05:00:00,1962.56,1963.882,1960.617,1962.666,3538,200,0
2023-05-19 06:00:00,1962.684,1968.712,1961.603,1964.407,5374,200,0
2023-05-19 07:00:00,1964.375,1967.854,1964.294,1966.866,4743,200,0
2023-05-19 08:00:00,1966.861,1967.342,1964.396,1964.647,3940,200,0
2023-05-19 09:00:00,1964.677,1968.199,1964.354,1967.698,3892,200,0
2023-05-19 10:00:00,1967.736,1967.841,1963.49,1965.618,4039,200,0
2023-05-19 11:00:00,1965.583,1965.861,1962.285,1963.696,4354,200,0
2023-05-19 12:00:00,1963.664,1964.774,1960.251,1960.835,5932,200,0
2023-05-19 13:00:00,1960.803,1963.804,1957.751,1960.925,8488,200,0
2023-05-19 14:00:00,1960.955,1961.884,1957.136,1958.517,6434,200,0
2023-05-19 15:00:00,1958.485,1984.186,1958.081,1974.837,22211,200,0
2023-05-19 16:00:00,1974.805,1979.228,1973.093,1978.3,7859,200,0
2023-05-19 17:00:00,1978.331,1983.185,1977.194,1982.935,4607,200,0
2023-05-19 18:00:00,1982.966,1983.228,1976.783,1976.921,3919,200,0
2023-05-19 19:00:00,1976.902,1977.336,1974.236,1976.111,4110,200,0
2023-05-19 20:00:00,1976.142,1977.776,1975.439,1977.703,1979,200,0
2023-05-21 22:00:00,1978.005,1981.293,1978.005,1980.151,1951,200,0
2023-05-21 23:00:00,1980.164,1981.48,1979.307,1980.829,1772,200,0
2023-05-22 00:00:00,1980.827,1981.323,1978.373,1980.949,3127,200,0
2023-05-22 01:00:00,1980.964,1982.321,1978.397,1980.251,5494,200,0
2023-05-22 02:00:00,1980.247,1980.251,1976.283,1978.104,4024,200,0
2023-05-22 03:00:00,1978.106,1979.091,1976.668,1977.843,2780,200,0
2023-05-22 04:00:00,1977.873,1978.744,1975.886,1976.281,1937,200,0
2023-05-22 05:00:00,1976.285,1976.321,1972.31,1973.072,3861,200,0
2023-05-22 06:00:00,1973.047,1976.815,1971.21,1976.282,5138,200,0
2023-05-22 07:00:00,1976.25,1978.558,1974.344,1976.8,4707,200,0
2023-05-22 08:00:00,1976.783,1980.731,1975.151,1980.684,3939,200,0
2023-05-22 09:00:00,1980.681,1982.53,1979.216,1979.633,3819,200,0
2023-05-22 10:00:00,1979.648,1981.382,1977.612,1978.108,3441,200,0
2023-05-22 11:00:00,1978.118,1978.821,1969.575,1972.935,4911,200,0
2023-05-22 12:00:00,1972.908,1978.535,1972.601,1975.521,6672,200,0
2023-05-22 13:00:00,1975.54,1975.798,1971.285,1971.525,7626,200,0
2023-05-22 14:00:00,1971.523,1978.491,1968.69,1973.277,11483,200,0
2023-05-22 15:00:00,1973.307,1974.541,1970.828,1972.417,4958,200,0
2023-05-22 16:00:00,1972.45,1975.441,1972.388,1974.543,4036,200,0
2023-05-22 17:00:00,1974.52,1978.87,1974.006,1974.94,4919,200,0
2023-05-22 18:00:00,1974.963,1975.779,1972.418,1972.967,3600,200,0
2023-05-22 19:00:00,1973.0,1973.791,1971.615,1972.095,3191,200,0
2023-05-22 20:00:00,1972.065,1972.528,1971.565,1971.583,1547,200,0
2023-05-22 22:00:00,1971.865,1972.596,1970.999,1971.301,1207,200,0
2023-05-22 23:00:00,1971.285,1971.693,1969.586,1969.784,1953,200,0
2023-05-23 00:00:00,1969.814,1971.736,1966.543,1967.285,3096,200,0
2023-05-23 01:00:00,1967.243,1968.522,1960.253,1960.345,6222,200,0
2023-05-23 02:00:00,1960.311,1964.231,1960.243,1963.709,4037,200,0
2023-05-23 03:00:00,1963.712,1964.081,1960.389,1962.74,3364,200,0
2023-05-23 04:00:00,1962.709,1964.342,1962.455,1963.313,2811,200,0
2023-05-23 05:00:00,1963.298,1963.651,1959.546,1961.035,3782,200,0
2023-05-23 06:00:00,1961.039,1964.548,1959.493,1962.366,4850,200,0
2023-05-23 07:00:00,1962.331,1962.345,1955.443,1957.14,5731,200,0
2023-05-23 08:00:00,1957.173,1960.671,1954.232,1959.806,5297,200,0
2023-05-23 09:00:00,1959.811,1961.257,1956.873,1957.008,3949,200,0
2023-05-23 10:00:00,1956.978,1958.923,1954.433,1958.268,4312,200,0
2023-05-23 11:00:00,1958.271,1960.065,1957.195,1958.835,4135,200,0
2023-05-23 12:00:00,1958.838,1962.639,1957.699,1958.762,6669,200,0
2023-05-23 13:00:00,1958.793,1973.274,1958.793,1969.555,13507,200,0
2023-05-23 14:00:00,1969.523,1973.53,1966.501,1968.735,11672,200,0
2023-05-23 15:00:00,1968.766,1968.899,1964.293,1967.315,5983,200,0
2023-05-23 16:00:00,1967.313,1974.628,1966.239,1973.054,5771,200,0
2023-05-23 17:00:00,1973.096,1975.081,1971.482,1974.949,4976,200,0
2023-05-23 18:00:00,1974.918,1977.739,1973.947,1976.188,5129,200,0
2023-05-23 19:00:00,1976.158,1976.453,1974.36,1974.817,4204,200,0
2023-05-23 20:00:00,1974.853,1975.291,1974.218,1975.051,1798,200,0
2023-05-23 22:00:00,1974.591,1977.091,1974.587,1976.877,1360,200,0
2023-05-23 23:00:00,1976.898,1977.289,1974.699,1975.021,1522,200,0
2023-05-24 00:00:00,1975.043,1976.965,1974.583,1975.054,2676,200,0
2023-05-24 01:00:00,1975.044,1976.025,1973.026,1973.821,4787,200,0
2023-05-24 02:00:00,1973.782,1974.957,1972.829,1973.259,3692,200,0
2023-05-24 03:00:00,1973.227,1976.454,1972.735,1976.454,2813,200,0
2023-05-24 04:00:00,1976.453,1978.656,1976.189,1977.57,2547,200,0
2023-05-24 05:00:00,1977.605,1980.562,1976.929,1979.416,3526,200,0
2023-05-24 06:00:00,1979.426,1979.818,1971.1,1971.802,5888,200,0
2023-05-24 07:00:00,1971.759,1976.353,1970.665,1974.014,5401,200,0
2023-05-24 08:00:00,1974.044,1977.662,1973.52,1976.291,4333,200,0
2023-05-24 09:00:00,1976.286,1977.105,1973.926,1976.041,4066,200,0
2023-05-24 10:00:00,1976.073,1977.229,1974.112,1976.642,4098,200,0
2023-05-24 11:00:00,1976.674,1981.984,1976.191,1981.856,4454,200,0
2023-05-24 12:00:00,1981.854,1985.015,1978.467,1979.863,6950,200,0
2023-05-24 13:00:00,1979.842,1980.798,1971.369,1972.575,9393,200,0
2023-05-24 14:00:00,1972.541,1972.842,1966.56,1969.428,9190,200,0
2023-05-24 15:00:00,1969.411,1970.541,1960.202,1962.988,7207,200,0
2023-05-24 16:00:00,1963.027,1963.254,1956.683,1959.018,8109,200,0
2023-05-24 17:00:00,1959.016,1964.317,1958.346,1962.609,5154,200,0
2023-05-24 18:00:00,1962.58,1965.236,1959.486,1959.781,5415,200,0
2023-05-24 19:00:00,1959.811,1961.131,1958.032,1958.972,4357,200,0
2023-05-24 20:00:00,1958.959,1960.047,1957.09,1957.211,2383,200,0
2023-05-24 22:00:00,1957.931,1961.839,1957.363,1961.029,3014,200,0
2023-05-24 23:00:00,1961.02,1961.02,1957.992,1959.752,2042,200,0
2023-05-25 00:00:00,1959.748,1960.101,1957.622,1959.375,3327,200,0
2023-05-25 01:00:00,1959.373,1960.091,1954.925,1956.462,5863,200,0
2023-05-25 02:00:00,1956.428,1958.767,1955.675,1957.527,4096,200,0
2023-05-25 03:00:00,1957.532,1958.841,1956.913,1957.207,3158,200,0
2023-05-25 04:00:00,1957.213,1958.063,1956.31,1957.873,2166,200,0
2023-05-25 05:00:00,1957.875,1958.501,1954.889,1955.924,3611,200,0
2023-05-25 06:00:00,1955.891,1960.487,1954.885,1958.987,4891,200,0
2023-05-25 07:00:00,1958.957,1961.33,1957.484,1959.413,4865,200,0
2023-05-25 08:00:00,1959.421,1964.711,1959.21,1962.034,4412,200,0
2023-05-25 09:00:00,1962.033,1963.963,1960.437,1961.001,3696,200,0
2023-05-25 10:00:00,1961.031,1962.802,1960.855,1961.871,3433,200,0
2023-05-25 11:00:00,1961.884,1962.474,1959.996,1961.926,4160,200,0
2023-05-25 12:00:00,1961.958,1963.062,1939.029,1943.601,16781,200,0
2023-05-25 13:00:00,1943.567,1953.999,1943.346,1946.59,14240,200,0
2023-05-25 14:00:00,1946.575,1951.656,1944.117,1945.244,10649,200,0
2023-05-25 15:00:00,1945.21,1946.94,1943.307,1945.393,6475,200,0
2023-05-25 16:00:00,1945.426,1946.908,1942.913,1943.542,5047,200,0
2023-05-25 17:00:00,1943.558,1944.989,1942.646,1944.444,4424,200,0
2023-05-25 18:00:00,1944.467,1944.467,1941.783,1942.104,4148,200,0
2023-05-25 19:00:00,1942.069,1942.287,1938.813,1940.153,3978,200,0
2023-05-25 20:00:00,1940.117,1940.878,1939.767,1940.523,1757,200,0
2023-05-25 22:00:00,1940.636,1943.157,1940.547,1942.247,2560,200,0
2023-05-25 23:00:00,1942.217,1942.244,1939.377,1940.515,1716,200,0
2023-05-26 00:00:00,1940.492,1941.639,1936.576,1940.879,3609,200,0
2023-05-26 01:00:00,1940.909,1946.869,1940.329,1946.743,5209,200,0
2023-05-26 02:00:00,1946.732,1948.779,1945.894,1946.006,4047,200,0
2023-05-26 03:00:00,1945.975,1948.765,1944.882,1948.423,3088,200,0
2023-05-26 04:00:00,1948.408,1948.88,1947.093,1947.871,2560,200,0
2023-05-26 05:00:00,1947.892,1951.742,1947.43,1948.651,4153,200,0
2023-05-26 06:00:00,1948.643,1952.402,1946.965,1951.727,5519,200,0
2023-05-26 07:00:00,1951.697,1957.219,1950.344,1956.202,4994,200,0
2023-05-26 08:00:00,1956.172,1956.715,1951.345,1952.573,4372,200,0
2023-05-26 09:00:00,1952.601,1954.152,1951.702,1953.584,3316,200,0
2023-05-26 10:00:00,1953.566,1953.895,1951.902,1953.357,3112,200,0
2023-05-26 11:00:00,1953.39,1953.786,1950.991,1951.445,3688,200,0
2023-05-26 12:00:00,1951.435,1953.848,1944.221,1947.335,10301,200,0
2023-05-26 13:00:00,1947.366,1950.394,1946.098,1946.91,8593,200,0
2023-05-26 14:00:00,1946.9,1951.792,1938.658,1942.04,10933,200,0
2023-05-26 15:00:00,1942.071,1943.68,1938.741,1943.457,7285,200,0
2023-05-26 16:00:00,1943.427,1946.52,1942.79,1944.101,5114,200,0
2023-05-26 17:00:00,1944.069,1945.314,1943.014,1944.824,4121,200,0
2023-05-26 18:00:00,1944.844,1946.936,1944.484,1946.122,3231,200,0
2023-05-26 19:00:00,1946.137,1947.566,1944.776,1947.403,3053,200,0
2023-05-26 20:00:00,1947.434,1947.501,1946.197,1946.834,1576,200,0
2023-05-28 22:00:00,1943.265,1946.248,1943.227,1944.024,2597,200,0
2023-05-28 23:00:00,1944.021,1944.754,1943.287,1943.654,1857,200,0
2023-05-29 00:00:00,1943.687,1943.977,1941.024,1941.566,2752,200,0
2023-05-29 01:00:00,1941.561,1946.165,1940.27,1943.193,4392,200,0
2023-05-29 02:00:00,1943.197,1945.071,1942.624,1945.012,3158,200,0
2023-05-29 03:00:00,1945.034,1945.841,1944.578,1945.542,2305,200,0
2023-05-29 04:00:00,1945.547,1946.088,1945.249,1945.738,1597,200,0
2023-05-29 05:00:00,1945.754,1947.039,1945.057,1946.916,2706,200,0
2023-05-29 06:00:00,1946.912,1948.874,1946.311,1946.591,3684,200,0
2023-05-29 07:00:00,1946.562,1947.145,1943.741,1944.176,3211,200,0
2023-05-29 08:00:00,1944.193,1945.437,1940.731,1945.28,3265,200,0
2023-05-29 09:00:00,1945.276,1946.214,1944.339,1945.862,2810,200,0
2023-05-29 10:00:00,1945.832,1945.9,1944.228,1945.521,2372,200,0
2023-05-29 11:00:00,1945.528,1946.576,1945.049,1946.272,2412,200,0
2023-05-29 12:00:00,1946.303,1949.718,1944.778,1948.849,3731,200,0
2023-05-29 13:00:00,1948.881,1949.586,1944.931,1946.614,4411,200,0
2023-05-29 14:00:00,1946.646,1948.254,1946.17,1946.993,2883,200,0
2023-05-29 15:00:00,1946.963,1947.608,1945.82,1945.922,2460,200,0
2023-05-29 16:00:00,1945.882,1945.882,1943.162,1943.492,1957,200,0
2023-05-29 17:00:00,1943.495,1943.723,1942.772,1943.627,314,200,0
2023-05-29 22:00:00,1943.445,1944.318,1942.661,1943.024,2196,200,0
2023-05-29 23:00:00,1943.023,1943.023,1941.347,1941.683,2176,200,0
2023-05-30 00:00:00,1941.498,1943.1,1940.991,1942.656,3428,200,0
2023-05-30 01:00:00,1942.684,1945.111,1942.651,1944.97,4533,200,0
2023-05-30 02:00:00,1944.965,1946.602,1944.623,1945.3,3510,200,0
2023-05-30 03:00:00,1945.295,1945.584,1939.225,1939.446,3978,200,0
2023-05-30 04:00:00,1939.424,1940.682,1937.682,1938.892,3168,200,0
2023-05-30 05:00:00,1938.875,1938.932,1932.042,1933.385,5362,200,0
2023-05-30 06:00:00,1933.354,1937.585,1932.17,1936.891,5841,200,0
2023-05-30 07:00:00,1936.897,1942.168,1934.835,1942.149,5775,200,0
2023-05-30 08:00:00,1942.188,1946.678,1941.527,1944.997,4909,200,0
2023-05-30 09:00:00,1944.966,1952.975,1942.39,1952.858,5767,200,0
2023-05-30 10:00:00,1952.826,1956.294,1952.138,1955.408,5316,200,0
2023-05-30 11:00:00,1955.375,1960.7,1954.236,1960.144,5391,200,0
2023-05-30 12:00:00,1960.12,1962.253,1956.159,1956.455,7021,200,0
2023-05-30 13:00:00,1956.423,1958.192,1952.321,1952.726,8720,200,0
2023-05-30 14:00:00,1952.692,1959.829,1950.577,1958.363,9121,200,0
2023-05-30 15:00:00,1958.379,1962.071,1957.709,1962.071,5188,200,0
2023-05-30 16:00:00,1962.101,1963.479,1959.713,1959.746,3957,200,0
